Wall time,Step,Value
1700418231.6661851,0,0.6649841070175171
1700418262.3796997,20,0.5441460013389587
1700418293.5797434,40,0.5176381468772888
1700418325.8345385,60,0.510360598564148
1700418357.3269691,80,0.5108148455619812
1700418388.8064456,100,0.476703941822052
1700418420.3035407,120,0.47515785694122314
1700418452.0362396,140,0.475044310092926
1700418483.2125332,160,0.46325868368148804
1700418515.3536613,180,0.4445269703865051
1700418546.3836646,200,0.4241393208503723
1700418578.3456097,220,0.4249607026576996
1700418610.6008208,240,0.40162765979766846
1700418642.0713131,260,0.3952431380748749
1700418673.9254582,280,0.38653799891471863
1700418705.1125424,300,0.3657398223876953
1700418736.8113837,320,0.352975070476532
1700418768.860496,340,0.33996811509132385
1700418800.4322336,360,0.3207660913467407
1700418832.1170297,380,0.30208835005760193
1700418863.4665825,400,0.2914491295814514
1700418894.6551554,420,0.272029846906662
1700418925.9309964,440,0.25828540325164795
1700418966.8881907,460,0.26173466444015503
1700418997.5066478,480,0.24526768922805786
1700419056.5634892,500,0.22865688800811768
1700419085.9940763,520,0.20958204567432404
1700419117.6175678,540,0.21061722934246063
1700419149.607986,560,0.19041019678115845
1700419180.4259443,580,0.19114887714385986
1700419212.523899,600,0.17730042338371277
1700419244.1451862,620,0.17319300770759583
1700419276.4313593,640,0.16289186477661133
1700419307.7339916,660,0.15690386295318604
1700419339.275395,680,0.14491552114486694
1700419371.1859965,700,0.14725449681282043
1700419402.0957575,720,0.13800077140331268
1700419434.2333827,740,0.12774434685707092
1700419465.9156458,760,0.1216595470905304
1700419497.5271976,780,0.12134566903114319
1700419528.8801835,800,0.11233837902545929
1700419560.4302967,820,0.1111968606710434
1700419592.4508016,840,0.10613621026277542
1700419623.341846,860,0.09568075090646744
1700419655.1422281,880,0.09947657585144043
1700419685.8938422,900,0.09424133598804474
1700419728.1116285,920,0.08776815235614777
1700419759.299084,940,0.08532705903053284
1700419790.9616811,960,0.08177167177200317
1700419821.9728026,980,0.07832843065261841
1700419881.4510884,1000,0.07529344409704208
1700419911.4845345,1020,0.07348134368658066
1700419943.1763976,1040,0.07137874513864517
1700419974.0316255,1060,0.07191163301467896
1700420005.6615694,1080,0.06438089162111282
1700420037.3345401,1100,0.06607974320650101
1700420068.5217168,1120,0.06401655822992325
1700420099.6283872,1140,0.06144886091351509
1700420131.1423993,1160,0.0561390183866024
1700420162.5953872,1180,0.057615265250205994
1700420193.7139497,1200,0.05535387247800827
1700420225.566717,1220,0.05329771712422371
1700420256.924418,1240,0.051232047379016876
1700420287.9093525,1260,0.04893145710229874
1700420319.4281602,1280,0.05068022757768631
1700420350.9229968,1300,0.047650374472141266
1700420383.0348175,1320,0.04731401056051254
1700420414.6424658,1340,0.04803169146180153
1700420452.5547793,1360,0.04508114606142044
1700420483.5902958,1380,0.04418139532208443
1700420514.5152907,1400,0.04164490848779678
1700420544.8128707,1420,0.04451315850019455
1700420575.8993828,1440,0.04253986105322838
1700420606.7564192,1460,0.041569896042346954
1700420637.207521,1480,0.03962624818086624
1700420695.4548914,1500,0.03494446724653244
1700420724.7213924,1520,0.03973919525742531
1700420755.1870193,1540,0.037106920033693314
1700420786.173149,1560,0.03594578802585602
1700420817.0824864,1580,0.036916814744472504
1700420847.7735643,1600,0.03549071028828621
