Wall time,Step,Value
1725058789.8380551,0,0.6641117930412292
1725058853.3896759,20,0.5323983430862427
1725058974.212984,40,0.5074493288993835
1725059122.4822476,60,0.503373384475708
1725059216.216074,80,0.4845227599143982
1725059413.979461,100,0.4828782081604004
1725059495.8587937,120,0.47647106647491455
1725059616.9785273,140,0.459629625082016
1725059753.4331236,160,0.42052119970321655
1725059868.2791972,180,0.4112038016319275
1725060058.1965113,200,0.40920770168304443
1725060156.3367057,220,0.38313552737236023
1725060274.4454982,240,0.3811975121498108
1725060416.7218719,260,0.3651731610298157
1725060505.920062,280,0.35640978813171387
1725060695.0390208,300,0.3504939675331116
1725060796.4296968,320,0.31965941190719604
1725060897.4043682,340,0.3094554543495178
1725061049.3161912,360,0.3006097078323364
1725061166.5910642,380,0.29732227325439453
1725061346.8357422,400,0.29015567898750305
1725061442.1815345,420,0.2664828896522522
1725061512.0678446,440,0.26587483286857605
1725061719.3398087,460,0.24483813345432281
1725061788.5886023,480,0.2471618354320526
1725062014.9318206,500,0.22650444507598877
1725062061.6887856,520,0.21324408054351807
1725062178.6994863,540,0.2146289050579071
1725062344.2918794,560,0.19835835695266724
1725062437.8523371,580,0.18844130635261536
1725062631.1691573,600,0.1817678064107895
1725062690.0926056,620,0.1769597977399826
1725062812.0649672,640,0.16636697947978973
1725062963.653653,660,0.16429966688156128
1725063076.406735,680,0.15406641364097595
1725063248.6832235,700,0.14785471558570862
1725063322.0558522,720,0.13987940549850464
1725063443.2009413,740,0.13154782354831696
1725063597.3179288,760,0.12669490277767181
1725063709.2103002,780,0.1205630898475647
1725063873.2638533,800,0.11447794735431671
1725063977.3741918,820,0.09390965849161148
1725064103.7050414,840,0.0824546068906784
1725064255.682606,860,0.07345955818891525
1725064376.0393279,880,0.06775970011949539
1725064531.6236389,900,0.06533805280923843
1725064660.7402272,920,0.060312844812870026
1725064757.5528986,940,0.054695893079042435
1725064937.4042127,960,0.05250869318842888
1725065000.8228495,980,0.04924551397562027
1725065216.666023,1000,0.0494229793548584
1725065266.0348418,1020,0.04514136537909508
1725065387.9819152,1040,0.04470966011285782
1725065548.3611867,1060,0.040563397109508514
1725065639.8947618,1080,0.039891939610242844
1725065831.326589,1100,0.038716427981853485
1725065884.1459134,1120,0.03726031258702278
1725066008.7884881,1140,0.03559534624218941
1725066156.2011766,1160,0.03433791920542717
1725066261.0567706,1180,0.03391994908452034
1725066447.9360926,1200,0.03140557184815407
1725066537.3391626,1220,0.032363735139369965
1725066657.0402884,1240,0.03299454599618912
1725066795.2075822,1260,0.03156636655330658
1725066907.933073,1280,0.029764344915747643
1725067087.6649363,1300,0.02833884209394455
1725067182.24409,1320,0.029210375621914864
1725067305.0638008,1340,0.028154155239462852
1725067468.5286973,1360,0.0265408456325531
1725067581.6215975,1380,0.028375407680869102
1725067765.2396913,1400,0.029501227661967278
1725067853.9503975,1420,0.028930094093084335
1725067927.228635,1440,0.02656935155391693
1725068124.9603026,1460,0.027152055874466896
1725068195.1362896,1480,0.026027385145425797
1725068392.9376922,1500,0.026219280436635017
1725068436.0068214,1520,0.026510121300816536
1725068539.1474397,1540,0.026444436982274055
1725068731.3873775,1560,0.02607756294310093
1725068804.8713753,1580,0.025046130642294884
1725069020.572968,1600,0.026991695165634155
1725069080.2947466,1620,0.025124061852693558
1725069173.528027,1640,0.025680210441350937
1725069360.0178812,1660,0.026054656133055687
1725069444.27563,1680,0.02591182291507721
1725069650.0669854,1700,0.023413239046931267
1725069709.5985,1720,0.028139762580394745
1725069833.6109433,1740,0.02511082962155342
1725069989.52868,1760,0.023845070973038673
1725070093.6383886,1780,0.02686082012951374
1725070269.0547173,1800,0.02545669861137867
1725070371.9328609,1820,0.024348044767975807
1725070497.331794,1840,0.027238592505455017
1725070657.2918751,1860,0.023487858474254608
1725070779.300381,1880,0.023560233414173126
1725070944.0611694,1900,0.02577018365263939
1725071044.845288,1920,0.024905145168304443
1725071112.3118925,1940,0.025596903637051582
1725071284.7647157,1960,0.024099990725517273
1725071398.071571,1980,0.024727877229452133
1725071552.2800958,2000,0.02449830435216427
1725071646.2535937,2020,0.024623338133096695
1725071738.7118084,2040,0.024137550964951515
1725071913.7980077,2060,0.0251778457313776
1725072014.719296,2080,0.022261379286646843
1725072173.1547625,2100,0.023320341482758522
1725072274.820545,2120,0.024791289120912552
1725072351.3842,2140,0.02417670376598835
1725072544.4568045,2160,0.02432207576930523
1725072623.9603298,2180,0.022895604372024536
1725072823.676974,2200,0.024059507995843887
1725072899.9807389,2220,0.024175340309739113
1725072987.950366,2240,0.02386971190571785
1725073169.1381035,2260,0.023755257949233055
1725073264.1482599,2280,0.022712387144565582
1725073470.7858694,2300,0.021640697494149208
1725073541.7576847,2320,0.024710848927497864
1725073660.5157638,2340,0.024613242596387863
1725073784.0706394,2360,0.024519484490156174
1725073878.203423,2380,0.023343438282608986
1725074082.8173301,2400,0.023846948519349098
1725074148.2377868,2420,0.024704625830054283
1725074263.4562306,2440,0.02354789897799492
1725074409.192307,2460,0.023030361160635948
1725074512.0872517,2480,0.02331659570336342
1725074701.9276748,2500,0.023711126297712326
1725074801.9353707,2520,0.023512037470936775
1725074921.7163599,2540,0.025015877559781075
1725075053.1087668,2560,0.02536367066204548
1725075166.1990936,2580,0.023005032911896706
1725075345.883094,2600,0.024099072441458702
1725075444.2744038,2620,0.022763442248106003
1725075552.2823803,2640,0.023462003096938133
1725075700.6071947,2660,0.024556374177336693
1725075813.1050162,2680,0.024036725983023643
1725075990.7371287,2700,0.02324065752327442
1725076099.023102,2720,0.023425297811627388
1725076166.2117262,2740,0.022106574848294258
1725076346.5656118,2760,0.022906700149178505
1725076430.626612,2780,0.0239685270935297
1725076625.0434937,2800,0.023200124502182007
1725076714.4812903,2820,0.023136774078011513
1725076782.886218,2840,0.023059189319610596
1725076976.41832,2860,0.02400067448616028
1725077056.303077,2880,0.0210258811712265
1725077279.8616014,2900,0.024680186063051224
1725077328.146279,2920,0.024555500596761703
1725077442.4455976,2940,0.022133318707346916
1725077608.7223265,2960,0.02295324020087719
1725077708.851782,2980,0.023642951622605324
1725077901.8124914,3000,0.02306806854903698
1725077968.8221965,3020,0.0223518256098032
1725078089.8327117,3040,0.023145562037825584
1725078246.3066742,3060,0.022169150412082672
1725078356.3492506,3080,0.023201052099466324
1725078526.0289538,3100,0.022383572533726692
1725078622.9102607,3120,0.023105110973119736
