Wall time,Step,Value
1725709075.8520753,0,0.662378191947937
1725709093.159786,20,0.5330895185470581
1725709111.2585466,40,0.5385670065879822
1725709128.68466,60,0.5166549682617188
1725709145.9895544,80,0.49208003282546997
1725709163.18625,100,0.48375204205513
1725709180.6497355,120,0.46061715483665466
1725709198.0026286,140,0.4697667360305786
1725709215.3233418,160,0.4587165117263794
1725709233.1964378,180,0.4428635835647583
1725709250.3629885,200,0.45430314540863037
1725709267.4355237,220,0.4381779730319977
1725709285.5175292,240,0.42273253202438354
1725709302.606096,260,0.40610402822494507
1725709319.7531328,280,0.4021349549293518
1725709336.9872377,300,0.37994271516799927
1725709354.1936193,320,0.36472785472869873
1725709371.680887,340,0.36142832040786743
1725709388.8026462,360,0.35327425599098206
1725709405.9684198,380,0.34046778082847595
1725709423.127412,400,0.3214512765407562
1725709440.437539,420,0.3049250841140747
1725709457.608735,440,0.29930615425109863
1725709478.436129,460,0.3007971942424774
1725709495.7897804,480,0.28155308961868286
1725709530.2921643,500,0.2753616273403168
1725709548.351877,520,0.2641517221927643
1725709565.1914742,540,0.24725711345672607
1725709582.150521,560,0.2350638508796692
1725709599.2035546,580,0.22264106571674347
1725709616.4104545,600,0.21419258415699005
1725709633.6577456,620,0.19983267784118652
1725709650.9241793,640,0.19046474993228912
1725709668.0021381,660,0.17973284423351288
1725709685.16906,680,0.1693565398454666
1725709702.3348184,700,0.16442444920539856
1725709719.5897582,720,0.15867918729782104
1725709736.5917027,740,0.15025851130485535
1725709753.5469458,760,0.133052796125412
1725709771.001495,780,0.13271775841712952
1725709788.1930652,800,0.12400192022323608
1725709805.2310257,820,0.12160634994506836
1725709822.132723,840,0.11766402423381805
1725709839.161084,860,0.10869456827640533
1725709856.4635518,880,0.10569387674331665
1725709873.7778277,900,0.10013023018836975
1725709898.036248,920,0.09231705963611603
1725709915.1477196,940,0.09114611148834229
1725709932.3701136,960,0.08586624264717102
1725709949.3729386,980,0.08256801217794418
1725709983.71235,1000,0.07731015980243683
1725710000.6700466,1020,0.07765078544616699
1725710017.8162107,1040,0.07150426506996155
1725710035.0568862,1060,0.07267975807189941
1725710052.2539628,1080,0.06614531576633453
1725710070.5057156,1100,0.0678899735212326
1725710087.7904325,1120,0.06280563026666641
1725710104.796605,1140,0.06198829039931297
1725710121.9539268,1160,0.05737133324146271
1725710139.0797648,1180,0.05611438304185867
1725710156.216087,1200,0.055933091789484024
1725710173.170584,1220,0.053698282688856125
1725710190.4248514,1240,0.05062243342399597
1725710207.558367,1260,0.04783309996128082
1725710224.6190672,1280,0.049159057438373566
1725710241.7937028,1300,0.04551345109939575
1725710259.221432,1320,0.04483943060040474
1725710276.5216799,1340,0.046520624309778214
1725710296.1171687,1360,0.04278605431318283
1725710312.958941,1380,0.04228058084845543
1725710330.2280514,1400,0.0394987091422081
1725710347.3278894,1420,0.04106147214770317
1725710364.9996557,1440,0.03920091688632965
1725710382.2193816,1460,0.039116065949201584
1725710399.5126462,1480,0.03708977252244949
1725710435.0295415,1500,0.03314690291881561
1725710452.9711292,1520,0.03713041916489601
1725710470.0152164,1540,0.035549089312553406
1725710487.0955029,1560,0.03526071086525917
1725710504.1502388,1580,0.03692121431231499
1725710522.0412068,1600,0.0344376377761364
1725710539.257231,1620,0.03435271605849266
1725710556.4048097,1640,0.03376368433237076
1725710574.5869064,1660,0.0331488661468029
1725710591.9621925,1680,0.034047678112983704
1725710609.1955402,1700,0.03359145671129227
1725710626.465244,1720,0.033141206949949265
1725710643.497141,1740,0.032389551401138306
1725710660.5820282,1760,0.030315840616822243
1725710677.9346967,1780,0.030164016410708427
1725710695.2250607,1800,0.029864178970456123
1725710715.8982892,1820,0.030162105336785316
1725710733.965312,1840,0.02785172127187252
1725710751.503303,1860,0.03181065618991852
1725710768.8495007,1880,0.02963445894420147
1725710785.7701688,1900,0.028643012046813965
1725710802.9598587,1920,0.030034804716706276
1725710821.039364,1940,0.028240321204066277
1725710838.9340713,1960,0.030254937708377838
1725710855.952991,1980,0.028766730800271034
1725710896.440511,2000,0.030555201694369316
1725710914.418925,2020,0.02843276597559452
1725710931.693614,2040,0.030145686119794846
1725710948.6819541,2060,0.028343604877591133
