,content_class,style_class,melody_id,model_name,inference_audio_path,melody_score,style_score,overall_score
0,5,56,675,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae1071.wav,4,3,3
1,39,77,765,model-original-frozen-style-pretraining-21-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-frozen-style-pretraining-21-11-2023/outputs/model-original-frozen-style-pretraining-21-11-2023/vqvae0046.wav,4,3,3
2,101,24,319,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae0509.wav,2,2,2
3,73,73,794,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae0227.wav,4,1,2
4,17,12,574,model-leaky-relu-frozen-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-frozen-style-pretraining-15-11-2023/outputs/model-leaky-relu-frozen-style-pretraining-15-11-2023/vqvae0954.wav,4,1,2
5,24,99,760,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae1152.wav,4,4,4
6,13,73,135,model-original-finetuned-style-pretraining-22-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-finetuned-style-pretraining-22-11-2023/outputs/model-original-finetuned-style-pretraining-22-11-2023/vqvae0469.wav,5,5,5
7,97,82,238,model-original-finetuned-style-pretraining-22-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-finetuned-style-pretraining-22-11-2023/outputs/model-original-finetuned-style-pretraining-22-11-2023/vqvae0400.wav,5,4,4
8,54,17,209,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae0992.wav,5,4,4
9,7,73,179,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae0609.wav,4,2,3
10,85,98,117,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae1403.wav,4,1,2
11,100,3,853,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae0622.wav,3,1,1
12,52,27,229,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae1615.wav,2,1,1
13,73,10,895,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae0857.wav,3,2,2
14,81,62,780,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae1610.wav,4,4,4
15,36,10,279,model-original-finetuned-style-pretraining-22-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-finetuned-style-pretraining-22-11-2023/outputs/model-original-finetuned-style-pretraining-22-11-2023/vqvae0728.wav,4,4,3
16,73,10,895,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae0857.wav,2,1,1
17,89,75,145,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae1463.wav,2,4,3
18,17,12,574,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae0954.wav,4,1,2
19,85,81,642,model-original-frozen-style-pretraining-21-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-frozen-style-pretraining-21-11-2023/outputs/model-original-frozen-style-pretraining-21-11-2023/vqvae1165.wav,3,3,3
20,15,54,672,model-leaky-relu-frozen-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-frozen-style-pretraining-15-11-2023/outputs/model-leaky-relu-frozen-style-pretraining-15-11-2023/vqvae1393.wav,2,2,2
21,97,82,238,model-original-frozen-style-pretraining-21-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-frozen-style-pretraining-21-11-2023/outputs/model-original-frozen-style-pretraining-21-11-2023/vqvae0400.wav,1,1,1
22,19,28,537,model-original-frozen-style-pretraining-21-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-frozen-style-pretraining-21-11-2023/outputs/model-original-frozen-style-pretraining-21-11-2023/vqvae0524.wav,1,2,1
23,19,28,537,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae0524.wav,2,3,2
24,73,73,794,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae0227.wav,3,1,2
25,62,52,561,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae1423.wav,4,3,4
26,58,80,514,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae0869.wav,4,2,3
27,40,90,370,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae1355.wav,3,2,3
28,19,16,685,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae1253.wav,3,2,2
29,73,10,895,model-leaky-relu-frozen-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-frozen-style-pretraining-15-11-2023/outputs/model-leaky-relu-frozen-style-pretraining-15-11-2023/vqvae0857.wav,3,3,3
30,100,3,853,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae0622.wav,2,1,1
31,87,28,102,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae1371.wav,3,2,2
32,63,102,796,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae1046.wav,2,1,1
33,85,81,642,model-leaky-relu-frozen-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-frozen-style-pretraining-15-11-2023/outputs/model-leaky-relu-frozen-style-pretraining-15-11-2023/vqvae1165.wav,3,4,4
34,89,69,123,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae0733.wav,3,2,2
35,40,90,370,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae1355.wav,4,3,3
36,89,75,145,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae1463.wav,2,1,2
37,38,99,394,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae1222.wav,4,4,4
38,37,90,468,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae1070.wav,3,3,3
39,17,12,574,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae0954.wav,4,1,2
40,81,63,830,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae0328.wav,4,3,3
41,63,84,158,model-original-frozen-style-pretraining-21-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-frozen-style-pretraining-21-11-2023/outputs/model-original-frozen-style-pretraining-21-11-2023/vqvae0953.wav,2,3,2
42,9,86,112,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae1429.wav,4,1,2
43,89,12,281,model-original-finetuned-style-pretraining-22-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-finetuned-style-pretraining-22-11-2023/outputs/model-original-finetuned-style-pretraining-22-11-2023/vqvae1605.wav,2,3,2
44,54,17,209,model-leaky-relu-frozen-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-frozen-style-pretraining-15-11-2023/outputs/model-leaky-relu-frozen-style-pretraining-15-11-2023/vqvae0992.wav,2,1,1
45,7,73,179,model-original-no-style-pretraining-19-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-original-no-style-pretraining-19-11-2023/outputs/model-original-no-style-pretraining-19-11-2023/vqvae0609.wav,4,3,3
46,86,57,798,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae0816.wav,3,3,3
47,82,67,404,model-leaky-relu-frozen-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-frozen-style-pretraining-15-11-2023/outputs/model-leaky-relu-frozen-style-pretraining-15-11-2023/vqvae0553.wav,2,1,2
48,15,54,672,model-leaky-relu-finetuned-style-pretraining-15-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-finetuned-style-pretraining-15-11-2023/outputs/model-leaky-relu-finetuned-style-pretraining-15-11-2023/vqvae1393.wav,3,1,2
49,52,36,485,model-leaky-relu-no-style-pretraining-13-11-2023,/home/wojtekk23/Muzyka/magisterka_test/model-leaky-relu-no-style-pretraining-13-11-2023/outputs/model-leaky-relu-no-style-pretraining-13-11-2023/vqvae0721.wav,3,2,2
