"Step","likely-pyramid-31 - loss","likely-pyramid-31 - loss__MIN","likely-pyramid-31 - loss__MAX"
"62","202.6917266845703","202.6917266845703","202.6917266845703"
"63","292.1859436035156","292.1859436035156","292.1859436035156"
"64","236.02532958984375","236.02532958984375","236.02532958984375"
"65","267.57049560546875","267.57049560546875","267.57049560546875"
"66","171.8282928466797","171.8282928466797","171.8282928466797"
"67","173.0626220703125","173.0626220703125","173.0626220703125"
"68","190.30728149414062","190.30728149414062","190.30728149414062"
"69","140.146240234375","140.146240234375","140.146240234375"
"70","219.12391662597656","219.12391662597656","219.12391662597656"
"71","181.8657989501953","181.8657989501953","181.8657989501953"
"72","231.64663696289062","231.64663696289062","231.64663696289062"
"73","115.6758804321289","115.6758804321289","115.6758804321289"
"74","142.94351196289062","142.94351196289062","142.94351196289062"
"75","173.48382568359375","173.48382568359375","173.48382568359375"
"76","207.5539093017578","207.5539093017578","207.5539093017578"
"77","348.2648620605469","348.2648620605469","348.2648620605469"
"78","228.63612365722656","228.63612365722656","228.63612365722656"
"79","215.0620574951172","215.0620574951172","215.0620574951172"
"80","219.0802459716797","219.0802459716797","219.0802459716797"
"81","212.72705078125","212.72705078125","212.72705078125"
"82","176.12867736816406","176.12867736816406","176.12867736816406"
"83","295.11474609375","295.11474609375","295.11474609375"
"84","273.6653747558594","273.6653747558594","273.6653747558594"
"85","180.96499633789062","180.96499633789062","180.96499633789062"
"86","231.80538940429688","231.80538940429688","231.80538940429688"
"87","165.81463623046875","165.81463623046875","165.81463623046875"
"88","214.40493774414062","214.40493774414062","214.40493774414062"
"89","152.18800354003906","152.18800354003906","152.18800354003906"
"90","131.39144897460938","131.39144897460938","131.39144897460938"
"91","182.53253173828125","182.53253173828125","182.53253173828125"
"92","168.32620239257812","168.32620239257812","168.32620239257812"
"93","140.83741760253906","140.83741760253906","140.83741760253906"
"94","188.22183227539062","188.22183227539062","188.22183227539062"
"95","133.60504150390625","133.60504150390625","133.60504150390625"
"96","228.4634246826172","228.4634246826172","228.4634246826172"
"97","224.986083984375","224.986083984375","224.986083984375"
"98","249.23345947265625","249.23345947265625","249.23345947265625"
"99","195.5066680908203","195.5066680908203","195.5066680908203"
"100","265.5685119628906","265.5685119628906","265.5685119628906"
"101","264.7291564941406","264.7291564941406","264.7291564941406"
"102","239.19837951660156","239.19837951660156","239.19837951660156"
"103","153.97979736328125","153.97979736328125","153.97979736328125"
"104","190.2576904296875","190.2576904296875","190.2576904296875"
"105","188.46273803710938","188.46273803710938","188.46273803710938"
"106","216.52264404296875","216.52264404296875","216.52264404296875"
"107","193.00732421875","193.00732421875","193.00732421875"
"108","175.15223693847656","175.15223693847656","175.15223693847656"
"109","169.52749633789062","169.52749633789062","169.52749633789062"
"110","165.45338439941406","165.45338439941406","165.45338439941406"
"111","100.92471313476562","100.92471313476562","100.92471313476562"
"112","105.33206176757812","105.33206176757812","105.33206176757812"
"113","174.00015258789062","174.00015258789062","174.00015258789062"
"114","158.8651580810547","158.8651580810547","158.8651580810547"
"115","151.3580780029297","151.3580780029297","151.3580780029297"
"116","80.60713958740234","80.60713958740234","80.60713958740234"
"117","128.98899841308594","128.98899841308594","128.98899841308594"
"118","76.90135955810547","76.90135955810547","76.90135955810547"
"119","137.58518981933594","137.58518981933594","137.58518981933594"
"120","127.61654663085938","127.61654663085938","127.61654663085938"
"121","102.06541442871094","102.06541442871094","102.06541442871094"
"122","126.03533172607422","126.03533172607422","126.03533172607422"
"123","87.9200439453125","87.9200439453125","87.9200439453125"
"124","132.31576538085938","132.31576538085938","132.31576538085938"
"125","102.61335754394531","102.61335754394531","102.61335754394531"
"126","134.96466064453125","134.96466064453125","134.96466064453125"
"127","121.78909301757812","121.78909301757812","121.78909301757812"
"128","121.53112030029297","121.53112030029297","121.53112030029297"
"129","102.59439849853516","102.59439849853516","102.59439849853516"
"130","113.65477752685547","113.65477752685547","113.65477752685547"
"131","83.0396499633789","83.0396499633789","83.0396499633789"
"132","81.330810546875","81.330810546875","81.330810546875"
"133","101.38912200927734","101.38912200927734","101.38912200927734"
"134","131.7327117919922","131.7327117919922","131.7327117919922"
"135","148.92239379882812","148.92239379882812","148.92239379882812"
"136","194.25816345214844","194.25816345214844","194.25816345214844"
"137","105.05622863769531","105.05622863769531","105.05622863769531"
"138","164.540771484375","164.540771484375","164.540771484375"
"139","128.1466827392578","128.1466827392578","128.1466827392578"
"140","187.02685546875","187.02685546875","187.02685546875"
"141","118.46945190429688","118.46945190429688","118.46945190429688"
"142","149.40147399902344","149.40147399902344","149.40147399902344"
"143","79.73078155517578","79.73078155517578","79.73078155517578"
"144","89.64842987060547","89.64842987060547","89.64842987060547"
"145","92.90853881835938","92.90853881835938","92.90853881835938"
"146","109.66389465332031","109.66389465332031","109.66389465332031"
"147","104.54877471923828","104.54877471923828","104.54877471923828"
"148","92.5504150390625","92.5504150390625","92.5504150390625"
"149","88.17057800292969","88.17057800292969","88.17057800292969"
"150","76.0674057006836","76.0674057006836","76.0674057006836"
"151","71.38275909423828","71.38275909423828","71.38275909423828"
"152","64.85623168945312","64.85623168945312","64.85623168945312"
"153","115.84651947021484","115.84651947021484","115.84651947021484"
"154","101.08921813964844","101.08921813964844","101.08921813964844"
"155","92.74679565429688","92.74679565429688","92.74679565429688"
"156","93.9523696899414","93.9523696899414","93.9523696899414"
"157","63.330631256103516","63.330631256103516","63.330631256103516"
"158","70.16506958007812","70.16506958007812","70.16506958007812"
"159","94.48390197753906","94.48390197753906","94.48390197753906"
"160","77.34449768066406","77.34449768066406","77.34449768066406"
"161","106.32965087890625","106.32965087890625","106.32965087890625"
"162","90.57173156738281","90.57173156738281","90.57173156738281"
"163","94.4092025756836","94.4092025756836","94.4092025756836"
"164","103.81472778320312","103.81472778320312","103.81472778320312"
"165","74.42781829833984","74.42781829833984","74.42781829833984"
"166","81.23849487304688","81.23849487304688","81.23849487304688"
"167","74.12322235107422","74.12322235107422","74.12322235107422"
"168","84.5543441772461","84.5543441772461","84.5543441772461"
"169","56.68146896362305","56.68146896362305","56.68146896362305"
"170","76.16787719726562","76.16787719726562","76.16787719726562"
"171","82.6936264038086","82.6936264038086","82.6936264038086"
"172","98.5033187866211","98.5033187866211","98.5033187866211"
"173","58.34869384765625","58.34869384765625","58.34869384765625"
"174","53.26079559326172","53.26079559326172","53.26079559326172"
"175","91.90155792236328","91.90155792236328","91.90155792236328"
"176","56.37671661376953","56.37671661376953","56.37671661376953"
"177","59.830665588378906","59.830665588378906","59.830665588378906"
"178","60.53025436401367","60.53025436401367","60.53025436401367"
"179","69.39266967773438","69.39266967773438","69.39266967773438"
"180","67.46720123291016","67.46720123291016","67.46720123291016"
"181","87.13956451416016","87.13956451416016","87.13956451416016"
"182","57.31678771972656","57.31678771972656","57.31678771972656"
"183","97.23121643066406","97.23121643066406","97.23121643066406"
"184","55.20766067504883","55.20766067504883","55.20766067504883"
"185","54.50413513183594","54.50413513183594","54.50413513183594"
"186","90.6800537109375","90.6800537109375","90.6800537109375"
"187","58.87886047363281","58.87886047363281","58.87886047363281"
"188","50.715782165527344","50.715782165527344","50.715782165527344"
"189","50.85541915893555","50.85541915893555","50.85541915893555"
"190","67.70954132080078","67.70954132080078","67.70954132080078"
"191","71.19380187988281","71.19380187988281","71.19380187988281"
"192","84.98689270019531","84.98689270019531","84.98689270019531"
"193","83.45254516601562","83.45254516601562","83.45254516601562"
"194","86.01032257080078","86.01032257080078","86.01032257080078"
"195","87.46670532226562","87.46670532226562","87.46670532226562"
"196","80.16168212890625","80.16168212890625","80.16168212890625"
"197","51.74620056152344","51.74620056152344","51.74620056152344"
"198","49.890567779541016","49.890567779541016","49.890567779541016"
"199","71.85861206054688","71.85861206054688","71.85861206054688"
"200","89.7233657836914","89.7233657836914","89.7233657836914"
"201","81.68978118896484","81.68978118896484","81.68978118896484"
"202","79.58287048339844","79.58287048339844","79.58287048339844"
"203","53.22589111328125","53.22589111328125","53.22589111328125"
"204","80.00457763671875","80.00457763671875","80.00457763671875"
"205","76.99524688720703","76.99524688720703","76.99524688720703"
"206","51.40571594238281","51.40571594238281","51.40571594238281"
"207","50.1907844543457","50.1907844543457","50.1907844543457"
"208","69.60717010498047","69.60717010498047","69.60717010498047"
"209","57.5050163269043","57.5050163269043","57.5050163269043"
"210","87.9867935180664","87.9867935180664","87.9867935180664"
"211","56.16739273071289","56.16739273071289","56.16739273071289"
"212","32.453548431396484","32.453548431396484","32.453548431396484"
"213","73.65856170654297","73.65856170654297","73.65856170654297"
"214","59.95354080200195","59.95354080200195","59.95354080200195"
"215","75.99832153320312","75.99832153320312","75.99832153320312"
"216","47.003074645996094","47.003074645996094","47.003074645996094"
"217","51.36508560180664","51.36508560180664","51.36508560180664"
"218","77.7373275756836","77.7373275756836","77.7373275756836"
"219","92.79593658447266","92.79593658447266","92.79593658447266"
"220","80.41908264160156","80.41908264160156","80.41908264160156"
"221","54.47416305541992","54.47416305541992","54.47416305541992"
"222","56.97251510620117","56.97251510620117","56.97251510620117"
"223","58.06309509277344","58.06309509277344","58.06309509277344"
"224","47.24305725097656","47.24305725097656","47.24305725097656"
"225","55.4997444152832","55.4997444152832","55.4997444152832"
"226","35.66301727294922","35.66301727294922","35.66301727294922"
"227","108.42906188964844","108.42906188964844","108.42906188964844"
"228","63.69617462158203","63.69617462158203","63.69617462158203"
"229","124.40882873535156","124.40882873535156","124.40882873535156"
"230","139.77737426757812","139.77737426757812","139.77737426757812"
"231","94.94120788574219","94.94120788574219","94.94120788574219"
"232","75.71450805664062","75.71450805664062","75.71450805664062"
"233","62.42292022705078","62.42292022705078","62.42292022705078"
"234","57.07206726074219","57.07206726074219","57.07206726074219"
"235","121.1966552734375","121.1966552734375","121.1966552734375"
"236","110.68680572509766","110.68680572509766","110.68680572509766"
"237","118.28858184814453","118.28858184814453","118.28858184814453"
"238","128.58828735351562","128.58828735351562","128.58828735351562"
"239","133.24237060546875","133.24237060546875","133.24237060546875"
"240","92.14060974121094","92.14060974121094","92.14060974121094"
"241","127.5794448852539","127.5794448852539","127.5794448852539"
"242","97.74847412109375","97.74847412109375","97.74847412109375"
"243","96.8987045288086","96.8987045288086","96.8987045288086"
"244","74.90678405761719","74.90678405761719","74.90678405761719"
"245","48.95220184326172","48.95220184326172","48.95220184326172"
"246","54.7032470703125","54.7032470703125","54.7032470703125"
"247","97.37165069580078","97.37165069580078","97.37165069580078"
"248","89.3143310546875","89.3143310546875","89.3143310546875"
"249","85.74197387695312","85.74197387695312","85.74197387695312"
"250","46.742088317871094","46.742088317871094","46.742088317871094"
"251","63.84452819824219","63.84452819824219","63.84452819824219"
"252","99.06288146972656","99.06288146972656","99.06288146972656"
"253","73.57902526855469","73.57902526855469","73.57902526855469"
"254","68.43138885498047","68.43138885498047","68.43138885498047"
"255","53.64445114135742","53.64445114135742","53.64445114135742"
"256","48.549991607666016","48.549991607666016","48.549991607666016"
"257","35.792755126953125","35.792755126953125","35.792755126953125"
"258","65.63109588623047","65.63109588623047","65.63109588623047"
"259","61.51972961425781","61.51972961425781","61.51972961425781"
"260","41.60190200805664","41.60190200805664","41.60190200805664"
"261","68.33921813964844","68.33921813964844","68.33921813964844"
"262","51.22221374511719","51.22221374511719","51.22221374511719"
"263","61.50534439086914","61.50534439086914","61.50534439086914"
"264","48.323734283447266","48.323734283447266","48.323734283447266"
"265","63.985111236572266","63.985111236572266","63.985111236572266"
"266","66.1014404296875","66.1014404296875","66.1014404296875"
"267","63.00579071044922","63.00579071044922","63.00579071044922"
"268","49.68893051147461","49.68893051147461","49.68893051147461"
"269","38.422367095947266","38.422367095947266","38.422367095947266"
"270","44.147621154785156","44.147621154785156","44.147621154785156"
"271","45.71696472167969","45.71696472167969","45.71696472167969"
"272","51.149192810058594","51.149192810058594","51.149192810058594"
"273","83.83290100097656","83.83290100097656","83.83290100097656"
"274","38.46465301513672","38.46465301513672","38.46465301513672"
"275","39.84534454345703","39.84534454345703","39.84534454345703"
"276","49.81407928466797","49.81407928466797","49.81407928466797"
"277","48.22633361816406","48.22633361816406","48.22633361816406"
"278","37.333377838134766","37.333377838134766","37.333377838134766"
"279","47.129173278808594","47.129173278808594","47.129173278808594"
"280","40.267032623291016","40.267032623291016","40.267032623291016"
"281","58.81148910522461","58.81148910522461","58.81148910522461"
"282","56.478153228759766","56.478153228759766","56.478153228759766"
"283","51.32237243652344","51.32237243652344","51.32237243652344"
"284","65.1942367553711","65.1942367553711","65.1942367553711"
"285","67.1462631225586","67.1462631225586","67.1462631225586"
"286","51.53181457519531","51.53181457519531","51.53181457519531"
"287","44.68937683105469","44.68937683105469","44.68937683105469"
"288","61.88638687133789","61.88638687133789","61.88638687133789"
"289","58.56523132324219","58.56523132324219","58.56523132324219"
"290","45.09364700317383","45.09364700317383","45.09364700317383"
"291","53.52994155883789","53.52994155883789","53.52994155883789"
"292","47.68284606933594","47.68284606933594","47.68284606933594"
"293","36.57609939575195","36.57609939575195","36.57609939575195"
"294","28.668657302856445","28.668657302856445","28.668657302856445"
"295","40.37239456176758","40.37239456176758","40.37239456176758"
"296","56.160682678222656","56.160682678222656","56.160682678222656"
"297","99.66018676757812","99.66018676757812","99.66018676757812"
"298","60.42106246948242","60.42106246948242","60.42106246948242"
"299","42.82052230834961","42.82052230834961","42.82052230834961"
"300","61.14445495605469","61.14445495605469","61.14445495605469"
"301","72.14328002929688","72.14328002929688","72.14328002929688"
"302","151.83734130859375","151.83734130859375","151.83734130859375"
"303","99.13628387451172","99.13628387451172","99.13628387451172"
"304","105.01844787597656","105.01844787597656","105.01844787597656"
"305","66.24771118164062","66.24771118164062","66.24771118164062"
"307","112.46051788330078","112.46051788330078","112.46051788330078"
"308","145.21644592285156","145.21644592285156","145.21644592285156"
"309","56.625465393066406","56.625465393066406","56.625465393066406"
"310","90.66287994384766","90.66287994384766","90.66287994384766"
"311","135.29481506347656","135.29481506347656","135.29481506347656"
"312","48.09719467163086","48.09719467163086","48.09719467163086"
"313","52.00422286987305","52.00422286987305","52.00422286987305"
"314","123.02304077148438","123.02304077148438","123.02304077148438"
"315","41.80451583862305","41.80451583862305","41.80451583862305"
"316","33.38313674926758","33.38313674926758","33.38313674926758"
"317","114.70260620117188","114.70260620117188","114.70260620117188"
"318","54.75597381591797","54.75597381591797","54.75597381591797"
"319","56.19902038574219","56.19902038574219","56.19902038574219"
"320","69.28205108642578","69.28205108642578","69.28205108642578"
"321","45.34286880493164","45.34286880493164","45.34286880493164"
"322","40.016754150390625","40.016754150390625","40.016754150390625"
"323","46.86728286743164","46.86728286743164","46.86728286743164"
"324","65.70068359375","65.70068359375","65.70068359375"
"325","43.00862503051758","43.00862503051758","43.00862503051758"
"326","50.282920837402344","50.282920837402344","50.282920837402344"
"327","66.83025360107422","66.83025360107422","66.83025360107422"
"328","46.393924713134766","46.393924713134766","46.393924713134766"
"329","47.81069564819336","47.81069564819336","47.81069564819336"
"330","47.729400634765625","47.729400634765625","47.729400634765625"
"331","50.32472610473633","50.32472610473633","50.32472610473633"
"332","86.7804946899414","86.7804946899414","86.7804946899414"
"333","53.63998794555664","53.63998794555664","53.63998794555664"
"334","55.162086486816406","55.162086486816406","55.162086486816406"
"335","40.966575622558594","40.966575622558594","40.966575622558594"
"336","67.77991485595703","67.77991485595703","67.77991485595703"
"337","49.81089782714844","49.81089782714844","49.81089782714844"
"338","64.25633239746094","64.25633239746094","64.25633239746094"
"339","70.05687713623047","70.05687713623047","70.05687713623047"
"340","67.37727355957031","67.37727355957031","67.37727355957031"
"341","58.20834732055664","58.20834732055664","58.20834732055664"
"342","29.780414581298828","29.780414581298828","29.780414581298828"
"343","69.82271575927734","69.82271575927734","69.82271575927734"
"344","51.29029083251953","51.29029083251953","51.29029083251953"
"345","58.663780212402344","58.663780212402344","58.663780212402344"
"346","47.51698303222656","47.51698303222656","47.51698303222656"
"347","44.202796936035156","44.202796936035156","44.202796936035156"
"348","38.19123458862305","38.19123458862305","38.19123458862305"
"349","33.480167388916016","33.480167388916016","33.480167388916016"
"350","46.12059020996094","46.12059020996094","46.12059020996094"
"351","45.86180877685547","45.86180877685547","45.86180877685547"
"352","54.32170486450195","54.32170486450195","54.32170486450195"
"353","37.441627502441406","37.441627502441406","37.441627502441406"
"354","45.6989860534668","45.6989860534668","45.6989860534668"
"355","45.786476135253906","45.786476135253906","45.786476135253906"
"356","52.901893615722656","52.901893615722656","52.901893615722656"
"357","42.618919372558594","42.618919372558594","42.618919372558594"
"358","31.805496215820312","31.805496215820312","31.805496215820312"
"359","43.52824020385742","43.52824020385742","43.52824020385742"
"360","38.38260269165039","38.38260269165039","38.38260269165039"
"361","27.500247955322266","27.500247955322266","27.500247955322266"
"362","51.67578887939453","51.67578887939453","51.67578887939453"
"363","46.76630783081055","46.76630783081055","46.76630783081055"
"364","43.27950668334961","43.27950668334961","43.27950668334961"
"365","39.0072021484375","39.0072021484375","39.0072021484375"
"366","45.75497055053711","45.75497055053711","45.75497055053711"
"367","40.36147689819336","40.36147689819336","40.36147689819336"
"368","44.93289566040039","44.93289566040039","44.93289566040039"
"369","32.54707717895508","32.54707717895508","32.54707717895508"
"370","38.05247497558594","38.05247497558594","38.05247497558594"
"371","57.3727912902832","57.3727912902832","57.3727912902832"
"372","41.401824951171875","41.401824951171875","41.401824951171875"
"373","29.832300186157227","29.832300186157227","29.832300186157227"
"374","27.40671730041504","27.40671730041504","27.40671730041504"
"375","35.6255989074707","35.6255989074707","35.6255989074707"
"376","34.98101806640625","34.98101806640625","34.98101806640625"
"377","78.14851379394531","78.14851379394531","78.14851379394531"
"378","52.131832122802734","52.131832122802734","52.131832122802734"
"379","37.38389205932617","37.38389205932617","37.38389205932617"
"380","22.4993839263916","22.4993839263916","22.4993839263916"
"381","34.650367736816406","34.650367736816406","34.650367736816406"
"382","32.917606353759766","32.917606353759766","32.917606353759766"
"383","46.9088020324707","46.9088020324707","46.9088020324707"
"384","46.3159294128418","46.3159294128418","46.3159294128418"
"385","47.40778732299805","47.40778732299805","47.40778732299805"
"386","42.005279541015625","42.005279541015625","42.005279541015625"
"387","49.4371452331543","49.4371452331543","49.4371452331543"
"388","41.976715087890625","41.976715087890625","41.976715087890625"
"389","27.52971649169922","27.52971649169922","27.52971649169922"
"390","53.68430709838867","53.68430709838867","53.68430709838867"
"391","48.915523529052734","48.915523529052734","48.915523529052734"
"392","58.41997528076172","58.41997528076172","58.41997528076172"
"393","48.949398040771484","48.949398040771484","48.949398040771484"
"394","35.96661376953125","35.96661376953125","35.96661376953125"
"395","64.49542999267578","64.49542999267578","64.49542999267578"
"396","25.72235679626465","25.72235679626465","25.72235679626465"
"397","44.01625442504883","44.01625442504883","44.01625442504883"
"398","37.407649993896484","37.407649993896484","37.407649993896484"
"399","38.21635818481445","38.21635818481445","38.21635818481445"
"400","52.03443145751953","52.03443145751953","52.03443145751953"
"401","37.673545837402344","37.673545837402344","37.673545837402344"
"402","27.955501556396484","27.955501556396484","27.955501556396484"
"403","35.049442291259766","35.049442291259766","35.049442291259766"
"404","41.59355163574219","41.59355163574219","41.59355163574219"
"405","43.25886154174805","43.25886154174805","43.25886154174805"
"406","43.01718521118164","43.01718521118164","43.01718521118164"
"407","32.74711990356445","32.74711990356445","32.74711990356445"
"408","27.568761825561523","27.568761825561523","27.568761825561523"
"409","41.43319320678711","41.43319320678711","41.43319320678711"
"410","21.622255325317383","21.622255325317383","21.622255325317383"
"411","37.616146087646484","37.616146087646484","37.616146087646484"
"412","24.971431732177734","24.971431732177734","24.971431732177734"
"413","100.61442565917969","100.61442565917969","100.61442565917969"
"414","41.791542053222656","41.791542053222656","41.791542053222656"
"415","43.14088821411133","43.14088821411133","43.14088821411133"
"416","54.642356872558594","54.642356872558594","54.642356872558594"
"417","71.69876861572266","71.69876861572266","71.69876861572266"
"418","34.8484001159668","34.8484001159668","34.8484001159668"
"419","47.96459197998047","47.96459197998047","47.96459197998047"
"420","65.66123962402344","65.66123962402344","65.66123962402344"
"421","40.08130645751953","40.08130645751953","40.08130645751953"
"422","60.85428237915039","60.85428237915039","60.85428237915039"
"423","71.06654357910156","71.06654357910156","71.06654357910156"
"424","55.433509826660156","55.433509826660156","55.433509826660156"
"425","39.52497863769531","39.52497863769531","39.52497863769531"
"426","81.76160430908203","81.76160430908203","81.76160430908203"
"427","76.90840911865234","76.90840911865234","76.90840911865234"
"428","58.203556060791016","58.203556060791016","58.203556060791016"
"429","66.61268615722656","66.61268615722656","66.61268615722656"
"430","20.43092918395996","20.43092918395996","20.43092918395996"
"431","59.15645217895508","59.15645217895508","59.15645217895508"
"432","24.570423126220703","24.570423126220703","24.570423126220703"
"433","48.924102783203125","48.924102783203125","48.924102783203125"
"434","57.40510177612305","57.40510177612305","57.40510177612305"
"435","34.338035583496094","34.338035583496094","34.338035583496094"
"436","24.05232810974121","24.05232810974121","24.05232810974121"
"437","30.854324340820312","30.854324340820312","30.854324340820312"
"438","37.03761291503906","37.03761291503906","37.03761291503906"
"439","34.224853515625","34.224853515625","34.224853515625"
"440","32.4557991027832","32.4557991027832","32.4557991027832"
"441","49.442264556884766","49.442264556884766","49.442264556884766"
"442","40.99866485595703","40.99866485595703","40.99866485595703"
"443","38.40412521362305","38.40412521362305","38.40412521362305"
"444","29.985261917114258","29.985261917114258","29.985261917114258"
"445","50.49930953979492","50.49930953979492","50.49930953979492"
"446","37.123321533203125","37.123321533203125","37.123321533203125"
"447","35.14678955078125","35.14678955078125","35.14678955078125"
"448","25.86528968811035","25.86528968811035","25.86528968811035"
"449","39.76869201660156","39.76869201660156","39.76869201660156"
"450","23.211912155151367","23.211912155151367","23.211912155151367"
"451","39.2175178527832","39.2175178527832","39.2175178527832"
"452","34.94115447998047","34.94115447998047","34.94115447998047"
"453","33.92754364013672","33.92754364013672","33.92754364013672"
"454","30.904661178588867","30.904661178588867","30.904661178588867"
"455","26.046253204345703","26.046253204345703","26.046253204345703"
"456","28.356201171875","28.356201171875","28.356201171875"
"457","39.074317932128906","39.074317932128906","39.074317932128906"
"458","28.442594528198242","28.442594528198242","28.442594528198242"
"459","28.033605575561523","28.033605575561523","28.033605575561523"
"460","31.939212799072266","31.939212799072266","31.939212799072266"
"461","27.282543182373047","27.282543182373047","27.282543182373047"
"462","29.646230697631836","29.646230697631836","29.646230697631836"
"463","38.797325134277344","38.797325134277344","38.797325134277344"
"464","18.313438415527344","18.313438415527344","18.313438415527344"
"465","27.234474182128906","27.234474182128906","27.234474182128906"
"466","30.402009963989258","30.402009963989258","30.402009963989258"
"467","33.087257385253906","33.087257385253906","33.087257385253906"
"468","24.799400329589844","24.799400329589844","24.799400329589844"
"469","28.050399780273438","28.050399780273438","28.050399780273438"
"470","27.130172729492188","27.130172729492188","27.130172729492188"
"471","36.16173553466797","36.16173553466797","36.16173553466797"
"472","27.97904396057129","27.97904396057129","27.97904396057129"
"473","33.87444305419922","33.87444305419922","33.87444305419922"
"474","27.041898727416992","27.041898727416992","27.041898727416992"
"475","54.10200119018555","54.10200119018555","54.10200119018555"
"476","32.63547897338867","32.63547897338867","32.63547897338867"
"477","51.50693893432617","51.50693893432617","51.50693893432617"
"478","36.04823303222656","36.04823303222656","36.04823303222656"
"479","71.62620544433594","71.62620544433594","71.62620544433594"
"480","42.41413116455078","42.41413116455078","42.41413116455078"
"481","30.27101707458496","30.27101707458496","30.27101707458496"
"482","44.162837982177734","44.162837982177734","44.162837982177734"
"483","45.960357666015625","45.960357666015625","45.960357666015625"
"484","31.969757080078125","31.969757080078125","31.969757080078125"
"485","31.063810348510742","31.063810348510742","31.063810348510742"
"486","46.74353790283203","46.74353790283203","46.74353790283203"
"487","21.840173721313477","21.840173721313477","21.840173721313477"
"488","29.77393341064453","29.77393341064453","29.77393341064453"
"489","29.38466453552246","29.38466453552246","29.38466453552246"
"490","35.07620620727539","35.07620620727539","35.07620620727539"
"491","37.25986862182617","37.25986862182617","37.25986862182617"
"492","29.823904037475586","29.823904037475586","29.823904037475586"
"493","37.7250862121582","37.7250862121582","37.7250862121582"
"494","30.429906845092773","30.429906845092773","30.429906845092773"
"495","21.268543243408203","21.268543243408203","21.268543243408203"
"496","18.059276580810547","18.059276580810547","18.059276580810547"
"497","45.39476776123047","45.39476776123047","45.39476776123047"
"498","22.58119773864746","22.58119773864746","22.58119773864746"
