"Step","likely-pyramid-31 - loss","likely-pyramid-31 - loss__MIN","likely-pyramid-31 - loss__MAX"
"1818","4.769632339477539","4.769632339477539","4.769632339477539"
"1819","5.437429428100586","5.437429428100586","5.437429428100586"
"1820","5.615502834320068","5.615502834320068","5.615502834320068"
"1821","5.963556289672852","5.963556289672852","5.963556289672852"
"1822","5.485898017883301","5.485898017883301","5.485898017883301"
"1823","5.684072971343994","5.684072971343994","5.684072971343994"
"1824","6.155789852142334","6.155789852142334","6.155789852142334"
"1825","4.686652183532715","4.686652183532715","4.686652183532715"
"1826","5.067445755004883","5.067445755004883","5.067445755004883"
"1827","6.801285266876221","6.801285266876221","6.801285266876221"
"1828","5.451076507568359","5.451076507568359","5.451076507568359"
"1829","5.159732341766357","5.159732341766357","5.159732341766357"
"1830","4.7928032875061035","4.7928032875061035","4.7928032875061035"
"1831","4.732314109802246","4.732314109802246","4.732314109802246"
"1832","5.5459747314453125","5.5459747314453125","5.5459747314453125"
"1833","5.786091327667236","5.786091327667236","5.786091327667236"
"1834","4.820756912231445","4.820756912231445","4.820756912231445"
"1835","4.682495594024658","4.682495594024658","4.682495594024658"
"1836","5.4819512367248535","5.4819512367248535","5.4819512367248535"
"1837","5.742619514465332","5.742619514465332","5.742619514465332"
"1838","4.962765216827393","4.962765216827393","4.962765216827393"
"1839","4.861983776092529","4.861983776092529","4.861983776092529"
"1840","3.7144699096679688","3.7144699096679688","3.7144699096679688"
"1842","4.970870018005371","4.970870018005371","4.970870018005371"
"1843","5.85452938079834","5.85452938079834","5.85452938079834"
"1844","5.145082950592041","5.145082950592041","5.145082950592041"
"1845","4.974277496337891","4.974277496337891","4.974277496337891"
"1846","4.597121238708496","4.597121238708496","4.597121238708496"
"1847","5.09938907623291","5.09938907623291","5.09938907623291"
"1848","4.777656078338623","4.777656078338623","4.777656078338623"
"1849","5.510371685028076","5.510371685028076","5.510371685028076"
"1850","5.529328346252441","5.529328346252441","5.529328346252441"
"1851","4.906734466552734","4.906734466552734","4.906734466552734"
"1852","5.592074394226074","5.592074394226074","5.592074394226074"
"1853","5.513204097747803","5.513204097747803","5.513204097747803"
"1854","5.232564926147461","5.232564926147461","5.232564926147461"
"1855","5.866269588470459","5.866269588470459","5.866269588470459"
"1856","4.921064853668213","4.921064853668213","4.921064853668213"
"1857","4.6420979499816895","4.6420979499816895","4.6420979499816895"
"1858","4.9440765380859375","4.9440765380859375","4.9440765380859375"
"1859","5.195658206939697","5.195658206939697","5.195658206939697"
"1860","4.869233131408691","4.869233131408691","4.869233131408691"
"1861","5.039344310760498","5.039344310760498","5.039344310760498"
"1862","4.724034786224365","4.724034786224365","4.724034786224365"
"1863","5.580541133880615","5.580541133880615","5.580541133880615"
"1864","6.450583457946777","6.450583457946777","6.450583457946777"
"1865","5.5542497634887695","5.5542497634887695","5.5542497634887695"
"1866","7.313676834106445","7.313676834106445","7.313676834106445"
"1867","7.346116542816162","7.346116542816162","7.346116542816162"
"1868","7.991075038909912","7.991075038909912","7.991075038909912"
"1869","8.681734085083008","8.681734085083008","8.681734085083008"
"1870","7.133639335632324","7.133639335632324","7.133639335632324"
"1871","8.722541809082031","8.722541809082031","8.722541809082031"
"1872","6.267263889312744","6.267263889312744","6.267263889312744"
"1873","5.855168342590332","5.855168342590332","5.855168342590332"
"1874","6.168520927429199","6.168520927429199","6.168520927429199"
"1875","5.783980846405029","5.783980846405029","5.783980846405029"
"1876","4.8841023445129395","4.8841023445129395","4.8841023445129395"
"1877","4.997737884521484","4.997737884521484","4.997737884521484"
"1878","6.161252975463867","6.161252975463867","6.161252975463867"
"1879","4.761585712432861","4.761585712432861","4.761585712432861"
"1880","6.573596477508545","6.573596477508545","6.573596477508545"
"1881","7.004630088806152","7.004630088806152","7.004630088806152"
"1882","6.01051139831543","6.01051139831543","6.01051139831543"
"1883","5.74450159072876","5.74450159072876","5.74450159072876"
"1884","5.917545795440674","5.917545795440674","5.917545795440674"
"1885","5.390328884124756","5.390328884124756","5.390328884124756"
"1886","7.0358567237854","7.0358567237854","7.0358567237854"
"1887","5.664150714874268","5.664150714874268","5.664150714874268"
"1888","8.09580135345459","8.09580135345459","8.09580135345459"
"1889","6.115763187408447","6.115763187408447","6.115763187408447"
"1890","6.477219104766846","6.477219104766846","6.477219104766846"
"1891","6.8495893478393555","6.8495893478393555","6.8495893478393555"
"1892","6.109550476074219","6.109550476074219","6.109550476074219"
"1893","5.234157085418701","5.234157085418701","5.234157085418701"
"1894","5.031749248504639","5.031749248504639","5.031749248504639"
"1895","5.95950984954834","5.95950984954834","5.95950984954834"
"1896","5.8519511222839355","5.8519511222839355","5.8519511222839355"
"1897","6.579834461212158","6.579834461212158","6.579834461212158"
"1898","5.939236640930176","5.939236640930176","5.939236640930176"
"1899","6.3376007080078125","6.3376007080078125","6.3376007080078125"
"1900","5.539099216461182","5.539099216461182","5.539099216461182"
"1901","4.952182292938232","4.952182292938232","4.952182292938232"
"1902","5.17971658706665","5.17971658706665","5.17971658706665"
"1903","5.500466346740723","5.500466346740723","5.500466346740723"
"1904","5.233855247497559","5.233855247497559","5.233855247497559"
"1905","5.0929741859436035","5.0929741859436035","5.0929741859436035"
"1906","5.361748695373535","5.361748695373535","5.361748695373535"
"1907","5.663458347320557","5.663458347320557","5.663458347320557"
"1908","5.56611442565918","5.56611442565918","5.56611442565918"
"1909","6.189497947692871","6.189497947692871","6.189497947692871"
"1910","4.799306869506836","4.799306869506836","4.799306869506836"
"1911","6.603945255279541","6.603945255279541","6.603945255279541"
"1912","5.205888748168945","5.205888748168945","5.205888748168945"
"1913","6.018093585968018","6.018093585968018","6.018093585968018"
"1914","5.124419212341309","5.124419212341309","5.124419212341309"
"1915","4.920305252075195","4.920305252075195","4.920305252075195"
"1916","5.583674907684326","5.583674907684326","5.583674907684326"
"1917","5.61866569519043","5.61866569519043","5.61866569519043"
"1918","5.537024021148682","5.537024021148682","5.537024021148682"
"1919","6.399292945861816","6.399292945861816","6.399292945861816"
"1920","5.412162780761719","5.412162780761719","5.412162780761719"
"1921","6.27977991104126","6.27977991104126","6.27977991104126"
"1922","6.06651496887207","6.06651496887207","6.06651496887207"
"1923","5.347680568695068","5.347680568695068","5.347680568695068"
"1924","6.103218078613281","6.103218078613281","6.103218078613281"
"1925","6.255324363708496","6.255324363708496","6.255324363708496"
"1926","5.981497287750244","5.981497287750244","5.981497287750244"
"1927","6.594795227050781","6.594795227050781","6.594795227050781"
"1928","6.074420928955078","6.074420928955078","6.074420928955078"
"1929","5.187441349029541","5.187441349029541","5.187441349029541"
"1930","5.388408660888672","5.388408660888672","5.388408660888672"
"1931","5.545362949371338","5.545362949371338","5.545362949371338"
"1932","5.2670578956604","5.2670578956604","5.2670578956604"
"1933","6.250298023223877","6.250298023223877","6.250298023223877"
"1934","5.073195457458496","5.073195457458496","5.073195457458496"
"1935","6.175205230712891","6.175205230712891","6.175205230712891"
"1936","5.815860271453857","5.815860271453857","5.815860271453857"
"1937","5.229528903961182","5.229528903961182","5.229528903961182"
"1938","4.906025409698486","4.906025409698486","4.906025409698486"
"1939","5.50139856338501","5.50139856338501","5.50139856338501"
"1940","5.29194974899292","5.29194974899292","5.29194974899292"
"1941","5.28377628326416","5.28377628326416","5.28377628326416"
"1942","5.652578353881836","5.652578353881836","5.652578353881836"
"1943","5.386760711669922","5.386760711669922","5.386760711669922"
"1944","4.871234893798828","4.871234893798828","4.871234893798828"
"1945","5.22491455078125","5.22491455078125","5.22491455078125"
"1946","5.479921340942383","5.479921340942383","5.479921340942383"
"1947","4.582587242126465","4.582587242126465","4.582587242126465"
"1948","5.133500099182129","5.133500099182129","5.133500099182129"
"1949","5.01263952255249","5.01263952255249","5.01263952255249"
"1950","5.837551116943359","5.837551116943359","5.837551116943359"
"1951","5.385676860809326","5.385676860809326","5.385676860809326"
"1952","5.395662307739258","5.395662307739258","5.395662307739258"
"1953","5.355637550354004","5.355637550354004","5.355637550354004"
"1954","5.291375160217285","5.291375160217285","5.291375160217285"
"1955","5.066788196563721","5.066788196563721","5.066788196563721"
"1956","4.9651923179626465","4.9651923179626465","4.9651923179626465"
"1957","5.0634765625","5.0634765625","5.0634765625"
"1958","4.898494243621826","4.898494243621826","4.898494243621826"
"1959","8.492198944091797","8.492198944091797","8.492198944091797"
"1960","5.122101306915283","5.122101306915283","5.122101306915283"
"1961","7.313928604125977","7.313928604125977","7.313928604125977"
"1962","6.2532877922058105","6.2532877922058105","6.2532877922058105"
"1963","7.671265602111816","7.671265602111816","7.671265602111816"
"1964","7.467535495758057","7.467535495758057","7.467535495758057"
"1965","6.3767313957214355","6.3767313957214355","6.3767313957214355"
"1966","6.98145866394043","6.98145866394043","6.98145866394043"
"1967","6.017963409423828","6.017963409423828","6.017963409423828"
"1968","5.753420352935791","5.753420352935791","5.753420352935791"
"1969","5.917303085327148","5.917303085327148","5.917303085327148"
"1970","5.751895427703857","5.751895427703857","5.751895427703857"
"1971","5.332076549530029","5.332076549530029","5.332076549530029"
"1972","7.643340110778809","7.643340110778809","7.643340110778809"
"1973","4.689730167388916","4.689730167388916","4.689730167388916"
"1974","5.813205242156982","5.813205242156982","5.813205242156982"
"1975","5.114857196807861","5.114857196807861","5.114857196807861"
"1976","5.6043548583984375","5.6043548583984375","5.6043548583984375"
"1977","6.286776065826416","6.286776065826416","6.286776065826416"
"1978","5.656915187835693","5.656915187835693","5.656915187835693"
"1979","5.53497838973999","5.53497838973999","5.53497838973999"
"1980","7.238559722900391","7.238559722900391","7.238559722900391"
"1981","5.28044319152832","5.28044319152832","5.28044319152832"
"1982","5.659465312957764","5.659465312957764","5.659465312957764"
"1983","5.2924065589904785","5.2924065589904785","5.2924065589904785"
"1984","6.191274166107178","6.191274166107178","6.191274166107178"
"1985","5.193369388580322","5.193369388580322","5.193369388580322"
"1986","5.318163871765137","5.318163871765137","5.318163871765137"
"1987","6.236598014831543","6.236598014831543","6.236598014831543"
"1988","4.731240272521973","4.731240272521973","4.731240272521973"
"1989","5.533751964569092","5.533751964569092","5.533751964569092"
"1990","5.762852668762207","5.762852668762207","5.762852668762207"
"1991","5.027676582336426","5.027676582336426","5.027676582336426"
"1992","5.203433990478516","5.203433990478516","5.203433990478516"
"1993","5.061770915985107","5.061770915985107","5.061770915985107"
"1994","4.68823766708374","4.68823766708374","4.68823766708374"
"1995","5.5206475257873535","5.5206475257873535","5.5206475257873535"
"1996","4.910285949707031","4.910285949707031","4.910285949707031"
"1997","5.032700061798096","5.032700061798096","5.032700061798096"
"1998","5.322874069213867","5.322874069213867","5.322874069213867"
"1999","4.565180778503418","4.565180778503418","4.565180778503418"
"2000","5.411602020263672","5.411602020263672","5.411602020263672"
"2001","5.190264701843262","5.190264701843262","5.190264701843262"
"2002","4.736834526062012","4.736834526062012","4.736834526062012"
"2003","4.716129779815674","4.716129779815674","4.716129779815674"
"2004","5.9043989181518555","5.9043989181518555","5.9043989181518555"
"2005","5.746560573577881","5.746560573577881","5.746560573577881"
"2006","5.193238735198975","5.193238735198975","5.193238735198975"
"2007","5.334543228149414","5.334543228149414","5.334543228149414"
"2008","4.914941310882568","4.914941310882568","4.914941310882568"
"2009","5.185002326965332","5.185002326965332","5.185002326965332"
"2010","5.000011444091797","5.000011444091797","5.000011444091797"
"2011","4.813508033752441","4.813508033752441","4.813508033752441"
"2012","5.278666973114014","5.278666973114014","5.278666973114014"
"2013","5.0706305503845215","5.0706305503845215","5.0706305503845215"
"2014","5.498205661773682","5.498205661773682","5.498205661773682"
"2015","5.130341529846191","5.130341529846191","5.130341529846191"
"2016","4.732171058654785","4.732171058654785","4.732171058654785"
"2017","5.2699174880981445","5.2699174880981445","5.2699174880981445"
"2018","5.485030651092529","5.485030651092529","5.485030651092529"
"2019","5.70127010345459","5.70127010345459","5.70127010345459"
"2020","5.9023308753967285","5.9023308753967285","5.9023308753967285"
"2021","5.453549861907959","5.453549861907959","5.453549861907959"
"2022","5.250551223754883","5.250551223754883","5.250551223754883"
"2023","6.479005813598633","6.479005813598633","6.479005813598633"
"2024","5.923304080963135","5.923304080963135","5.923304080963135"
"2025","6.958970546722412","6.958970546722412","6.958970546722412"
"2026","6.123385906219482","6.123385906219482","6.123385906219482"
"2027","5.395537853240967","5.395537853240967","5.395537853240967"
"2028","5.384981155395508","5.384981155395508","5.384981155395508"
"2029","5.009084224700928","5.009084224700928","5.009084224700928"
"2030","4.75523567199707","4.75523567199707","4.75523567199707"
"2031","4.737226963043213","4.737226963043213","4.737226963043213"
"2032","5.2826080322265625","5.2826080322265625","5.2826080322265625"
"2033","6.375763893127441","6.375763893127441","6.375763893127441"
"2034","5.601109504699707","5.601109504699707","5.601109504699707"
"2035","5.261823654174805","5.261823654174805","5.261823654174805"
"2036","5.433895111083984","5.433895111083984","5.433895111083984"
"2037","7.19381046295166","7.19381046295166","7.19381046295166"
"2038","7.055227279663086","7.055227279663086","7.055227279663086"
"2039","5.572277069091797","5.572277069091797","5.572277069091797"
"2040","5.838640213012695","5.838640213012695","5.838640213012695"
"2041","5.334080219268799","5.334080219268799","5.334080219268799"
"2042","5.755697727203369","5.755697727203369","5.755697727203369"
"2043","5.305922508239746","5.305922508239746","5.305922508239746"
"2044","5.554441452026367","5.554441452026367","5.554441452026367"
"2045","4.754996299743652","4.754996299743652","4.754996299743652"
"2046","5.221630096435547","5.221630096435547","5.221630096435547"
"2047","4.921182155609131","4.921182155609131","4.921182155609131"
"2048","6.707379341125488","6.707379341125488","6.707379341125488"
"2049","4.662747859954834","4.662747859954834","4.662747859954834"
"2050","5.166890621185303","5.166890621185303","5.166890621185303"
"2051","5.19634485244751","5.19634485244751","5.19634485244751"
"2052","5.0324506759643555","5.0324506759643555","5.0324506759643555"
"2053","4.895631313323975","4.895631313323975","4.895631313323975"
"2054","4.954340934753418","4.954340934753418","4.954340934753418"
"2055","5.259383201599121","5.259383201599121","5.259383201599121"
"2056","5.639538288116455","5.639538288116455","5.639538288116455"
"2057","5.32076358795166","5.32076358795166","5.32076358795166"
"2058","5.100245475769043","5.100245475769043","5.100245475769043"
"2059","5.088364124298096","5.088364124298096","5.088364124298096"
"2060","4.4004597663879395","4.4004597663879395","4.4004597663879395"
"2061","4.944401741027832","4.944401741027832","4.944401741027832"
"2062","4.840394973754883","4.840394973754883","4.840394973754883"
"2063","5.316522121429443","5.316522121429443","5.316522121429443"
"2064","4.938069820404053","4.938069820404053","4.938069820404053"
"2065","4.677883148193359","4.677883148193359","4.677883148193359"
"2066","5.133840560913086","5.133840560913086","5.133840560913086"
"2067","5.1809468269348145","5.1809468269348145","5.1809468269348145"
"2068","5.325599193572998","5.325599193572998","5.325599193572998"
"2069","4.525029182434082","4.525029182434082","4.525029182434082"
"2070","5.421733856201172","5.421733856201172","5.421733856201172"
"2071","5.05124568939209","5.05124568939209","5.05124568939209"
"2072","5.352968692779541","5.352968692779541","5.352968692779541"
"2073","4.637019634246826","4.637019634246826","4.637019634246826"
"2074","5.043004035949707","5.043004035949707","5.043004035949707"
"2075","5.4650187492370605","5.4650187492370605","5.4650187492370605"
"2076","4.434321880340576","4.434321880340576","4.434321880340576"
"2077","5.019033432006836","5.019033432006836","5.019033432006836"
"2078","4.827674388885498","4.827674388885498","4.827674388885498"
"2079","5.71516227722168","5.71516227722168","5.71516227722168"
"2080","4.481480598449707","4.481480598449707","4.481480598449707"
"2081","5.108303546905518","5.108303546905518","5.108303546905518"
"2082","4.5037007331848145","4.5037007331848145","4.5037007331848145"
"2083","5.222314357757568","5.222314357757568","5.222314357757568"
"2084","5.084982395172119","5.084982395172119","5.084982395172119"
"2085","4.799551963806152","4.799551963806152","4.799551963806152"
"2086","4.744022369384766","4.744022369384766","4.744022369384766"
"2087","5.038186550140381","5.038186550140381","5.038186550140381"
"2088","5.037383556365967","5.037383556365967","5.037383556365967"
"2089","5.373079299926758","5.373079299926758","5.373079299926758"
"2090","4.733816146850586","4.733816146850586","4.733816146850586"
"2091","5.096602916717529","5.096602916717529","5.096602916717529"
"2092","4.530604362487793","4.530604362487793","4.530604362487793"
"2093","4.611226558685303","4.611226558685303","4.611226558685303"
"2094","4.945182800292969","4.945182800292969","4.945182800292969"
"2095","5.122738361358643","5.122738361358643","5.122738361358643"
"2096","4.327451229095459","4.327451229095459","4.327451229095459"
"2097","5.123893737792969","5.123893737792969","5.123893737792969"
"2098","4.608979225158691","4.608979225158691","4.608979225158691"
"2099","4.809528350830078","4.809528350830078","4.809528350830078"
"2100","5.258920192718506","5.258920192718506","5.258920192718506"
"2101","5.179855823516846","5.179855823516846","5.179855823516846"
"2102","4.367489337921143","4.367489337921143","4.367489337921143"
"2103","4.827077865600586","4.827077865600586","4.827077865600586"
"2104","4.910781383514404","4.910781383514404","4.910781383514404"
"2105","4.948624610900879","4.948624610900879","4.948624610900879"
"2106","4.593892574310303","4.593892574310303","4.593892574310303"
"2107","4.73263692855835","4.73263692855835","4.73263692855835"
"2108","4.872636318206787","4.872636318206787","4.872636318206787"
"2109","4.8383893966674805","4.8383893966674805","4.8383893966674805"
"2110","4.9608330726623535","4.9608330726623535","4.9608330726623535"
"2111","5.066025257110596","5.066025257110596","5.066025257110596"
"2112","4.859316825866699","4.859316825866699","4.859316825866699"
"2113","4.794954776763916","4.794954776763916","4.794954776763916"
"2114","4.902788162231445","4.902788162231445","4.902788162231445"
"2115","5.212568759918213","5.212568759918213","5.212568759918213"
"2116","4.609249114990234","4.609249114990234","4.609249114990234"
"2117","5.15398645401001","5.15398645401001","5.15398645401001"
"2118","4.997564315795898","4.997564315795898","4.997564315795898"
"2119","5.281495571136475","5.281495571136475","5.281495571136475"
"2120","5.1461639404296875","5.1461639404296875","5.1461639404296875"
"2121","5.144684314727783","5.144684314727783","5.144684314727783"
"2122","4.6105146408081055","4.6105146408081055","4.6105146408081055"
"2123","4.8496270179748535","4.8496270179748535","4.8496270179748535"
"2124","5.411474704742432","5.411474704742432","5.411474704742432"
"2125","5.44776725769043","5.44776725769043","5.44776725769043"
"2126","4.833032608032227","4.833032608032227","4.833032608032227"
"2127","4.765232563018799","4.765232563018799","4.765232563018799"
"2128","4.9653706550598145","4.9653706550598145","4.9653706550598145"
"2129","4.774486064910889","4.774486064910889","4.774486064910889"
"2130","5.267165660858154","5.267165660858154","5.267165660858154"
"2131","4.8451995849609375","4.8451995849609375","4.8451995849609375"
"2132","4.790592670440674","4.790592670440674","4.790592670440674"
"2133","4.610132694244385","4.610132694244385","4.610132694244385"
"2134","4.5137939453125","4.5137939453125","4.5137939453125"
"2135","5.971312522888184","5.971312522888184","5.971312522888184"
"2136","4.352492809295654","4.352492809295654","4.352492809295654"
"2137","4.484169006347656","4.484169006347656","4.484169006347656"
"2138","4.7336201667785645","4.7336201667785645","4.7336201667785645"
"2139","4.662392616271973","4.662392616271973","4.662392616271973"
"2140","5.564419746398926","5.564419746398926","5.564419746398926"
"2141","4.496371269226074","4.496371269226074","4.496371269226074"
"2142","4.772543907165527","4.772543907165527","4.772543907165527"
"2143","4.85044002532959","4.85044002532959","4.85044002532959"
"2144","5.108606338500977","5.108606338500977","5.108606338500977"
"2145","5.3368611335754395","5.3368611335754395","5.3368611335754395"
"2146","5.42684268951416","5.42684268951416","5.42684268951416"
"2147","3.0399856567382812","3.0399856567382812","3.0399856567382812"
"2149","4.613541126251221","4.613541126251221","4.613541126251221"
"2150","4.753176689147949","4.753176689147949","4.753176689147949"
"2151","4.84699821472168","4.84699821472168","4.84699821472168"
"2152","5.1557230949401855","5.1557230949401855","5.1557230949401855"
"2153","5.388354301452637","5.388354301452637","5.388354301452637"
"2154","5.088489055633545","5.088489055633545","5.088489055633545"
"2155","4.563765048980713","4.563765048980713","4.563765048980713"
"2156","5.963778018951416","5.963778018951416","5.963778018951416"
"2157","4.664421558380127","4.664421558380127","4.664421558380127"
"2158","4.486800193786621","4.486800193786621","4.486800193786621"
"2159","5.337400436401367","5.337400436401367","5.337400436401367"
"2160","5.263779640197754","5.263779640197754","5.263779640197754"
"2161","4.470543384552002","4.470543384552002","4.470543384552002"
"2162","5.852537631988525","5.852537631988525","5.852537631988525"
"2163","4.7348737716674805","4.7348737716674805","4.7348737716674805"
"2164","5.02386999130249","5.02386999130249","5.02386999130249"
"2165","4.719455718994141","4.719455718994141","4.719455718994141"
"2166","5.262543678283691","5.262543678283691","5.262543678283691"
"2167","5.44211483001709","5.44211483001709","5.44211483001709"
"2168","4.737236976623535","4.737236976623535","4.737236976623535"
"2169","4.841879844665527","4.841879844665527","4.841879844665527"
"2170","6.400304317474365","6.400304317474365","6.400304317474365"
"2171","5.50741720199585","5.50741720199585","5.50741720199585"
"2172","4.704485893249512","4.704485893249512","4.704485893249512"
"2173","4.957046031951904","4.957046031951904","4.957046031951904"
"2174","5.158651351928711","5.158651351928711","5.158651351928711"
"2175","5.345029354095459","5.345029354095459","5.345029354095459"
"2176","4.849122524261475","4.849122524261475","4.849122524261475"
"2177","5.279209136962891","5.279209136962891","5.279209136962891"
"2178","5.628693580627441","5.628693580627441","5.628693580627441"
"2179","4.857217788696289","4.857217788696289","4.857217788696289"
"2180","5.012667655944824","5.012667655944824","5.012667655944824"
"2181","4.878571510314941","4.878571510314941","4.878571510314941"
"2182","4.93412971496582","4.93412971496582","4.93412971496582"
"2183","4.571424961090088","4.571424961090088","4.571424961090088"
"2184","4.627499580383301","4.627499580383301","4.627499580383301"
"2185","5.1625542640686035","5.1625542640686035","5.1625542640686035"
"2186","4.520249843597412","4.520249843597412","4.520249843597412"
"2187","5.421513557434082","5.421513557434082","5.421513557434082"
"2188","4.927000999450684","4.927000999450684","4.927000999450684"
"2189","4.788965225219727","4.788965225219727","4.788965225219727"
"2190","4.74138879776001","4.74138879776001","4.74138879776001"
"2191","4.789088726043701","4.789088726043701","4.789088726043701"
"2192","5.074192523956299","5.074192523956299","5.074192523956299"
"2193","4.751052379608154","4.751052379608154","4.751052379608154"
"2194","4.969765663146973","4.969765663146973","4.969765663146973"
"2195","4.924078464508057","4.924078464508057","4.924078464508057"
"2196","4.878912448883057","4.878912448883057","4.878912448883057"
"2197","5.067965030670166","5.067965030670166","5.067965030670166"
"2198","5.388523578643799","5.388523578643799","5.388523578643799"
"2199","4.640196323394775","4.640196323394775","4.640196323394775"
"2200","5.005980968475342","5.005980968475342","5.005980968475342"
"2201","5.160645008087158","5.160645008087158","5.160645008087158"
"2202","5.059392929077148","5.059392929077148","5.059392929077148"
"2203","4.42333984375","4.42333984375","4.42333984375"
"2204","4.6342997550964355","4.6342997550964355","4.6342997550964355"
"2205","4.707285404205322","4.707285404205322","4.707285404205322"
"2206","4.882420539855957","4.882420539855957","4.882420539855957"
"2207","6.242232799530029","6.242232799530029","6.242232799530029"
"2208","4.441332817077637","4.441332817077637","4.441332817077637"
"2209","4.660000801086426","4.660000801086426","4.660000801086426"
"2210","5.1635637283325195","5.1635637283325195","5.1635637283325195"
"2211","4.925405979156494","4.925405979156494","4.925405979156494"
"2212","5.052722930908203","5.052722930908203","5.052722930908203"
"2213","5.594971656799316","5.594971656799316","5.594971656799316"
"2214","4.8361496925354","4.8361496925354","4.8361496925354"
"2215","4.823350429534912","4.823350429534912","4.823350429534912"
"2216","5.582777500152588","5.582777500152588","5.582777500152588"
"2217","4.748211860656738","4.748211860656738","4.748211860656738"
"2218","5.334714412689209","5.334714412689209","5.334714412689209"
"2219","4.895276069641113","4.895276069641113","4.895276069641113"
"2220","4.602999687194824","4.602999687194824","4.602999687194824"
"2221","5.107009410858154","5.107009410858154","5.107009410858154"
"2222","4.814664840698242","4.814664840698242","4.814664840698242"
"2223","4.825313091278076","4.825313091278076","4.825313091278076"
"2224","4.625936031341553","4.625936031341553","4.625936031341553"
"2225","5.122702121734619","5.122702121734619","5.122702121734619"
"2226","4.629436016082764","4.629436016082764","4.629436016082764"
"2227","5.938014030456543","5.938014030456543","5.938014030456543"
"2228","4.568682670593262","4.568682670593262","4.568682670593262"
"2229","5.107295513153076","5.107295513153076","5.107295513153076"
"2230","4.584359645843506","4.584359645843506","4.584359645843506"
"2231","4.751776695251465","4.751776695251465","4.751776695251465"
"2232","5.0862555503845215","5.0862555503845215","5.0862555503845215"
"2233","5.471897602081299","5.471897602081299","5.471897602081299"
"2234","4.735811233520508","4.735811233520508","4.735811233520508"
"2235","4.775914192199707","4.775914192199707","4.775914192199707"
"2236","4.968020439147949","4.968020439147949","4.968020439147949"
"2237","4.832342624664307","4.832342624664307","4.832342624664307"
"2238","4.645837306976318","4.645837306976318","4.645837306976318"
"2239","4.630883693695068","4.630883693695068","4.630883693695068"
"2240","4.8128981590271","4.8128981590271","4.8128981590271"
"2241","4.705812931060791","4.705812931060791","4.705812931060791"
"2242","4.714961051940918","4.714961051940918","4.714961051940918"
"2243","5.102376937866211","5.102376937866211","5.102376937866211"
"2244","4.927914142608643","4.927914142608643","4.927914142608643"
"2245","4.58547306060791","4.58547306060791","4.58547306060791"
"2246","4.790770053863525","4.790770053863525","4.790770053863525"
"2247","4.4763407707214355","4.4763407707214355","4.4763407707214355"
"2248","4.541077136993408","4.541077136993408","4.541077136993408"
"2249","4.784581184387207","4.784581184387207","4.784581184387207"
"2250","5.097694396972656","5.097694396972656","5.097694396972656"
"2251","4.6510114669799805","4.6510114669799805","4.6510114669799805"
"2252","5.001450061798096","5.001450061798096","5.001450061798096"
"2253","4.404600143432617","4.404600143432617","4.404600143432617"
"2254","4.654645919799805","4.654645919799805","4.654645919799805"
"2255","4.951586723327637","4.951586723327637","4.951586723327637"
"2256","4.871670246124268","4.871670246124268","4.871670246124268"
"2257","4.57411527633667","4.57411527633667","4.57411527633667"
"2258","4.712654113769531","4.712654113769531","4.712654113769531"
"2259","4.599847316741943","4.599847316741943","4.599847316741943"
"2260","4.70559024810791","4.70559024810791","4.70559024810791"
"2261","4.961815357208252","4.961815357208252","4.961815357208252"
"2262","4.579734802246094","4.579734802246094","4.579734802246094"
"2263","4.572366237640381","4.572366237640381","4.572366237640381"
"2264","4.704768657684326","4.704768657684326","4.704768657684326"
"2265","4.645719528198242","4.645719528198242","4.645719528198242"
"2266","4.8093671798706055","4.8093671798706055","4.8093671798706055"
"2267","4.541136264801025","4.541136264801025","4.541136264801025"
"2268","4.461654186248779","4.461654186248779","4.461654186248779"
"2269","4.747986316680908","4.747986316680908","4.747986316680908"
"2270","5.061172962188721","5.061172962188721","5.061172962188721"
"2271","4.738368034362793","4.738368034362793","4.738368034362793"
"2272","4.686777114868164","4.686777114868164","4.686777114868164"
"2273","4.424896717071533","4.424896717071533","4.424896717071533"
"2274","4.8033833503723145","4.8033833503723145","4.8033833503723145"
"2275","5.088738918304443","5.088738918304443","5.088738918304443"
"2276","4.8397908210754395","4.8397908210754395","4.8397908210754395"
"2277","5.020391464233398","5.020391464233398","5.020391464233398"
"2278","4.584977149963379","4.584977149963379","4.584977149963379"
"2279","4.736598491668701","4.736598491668701","4.736598491668701"
"2280","4.734941482543945","4.734941482543945","4.734941482543945"
"2281","4.549677848815918","4.549677848815918","4.549677848815918"
"2282","4.608778476715088","4.608778476715088","4.608778476715088"
"2283","4.806490898132324","4.806490898132324","4.806490898132324"
"2284","5.112901210784912","5.112901210784912","5.112901210784912"
"2285","4.987483978271484","4.987483978271484","4.987483978271484"
"2286","4.591664791107178","4.591664791107178","4.591664791107178"
"2287","4.87354850769043","4.87354850769043","4.87354850769043"
"2288","4.745892524719238","4.745892524719238","4.745892524719238"
"2289","4.586900234222412","4.586900234222412","4.586900234222412"
"2290","4.586520671844482","4.586520671844482","4.586520671844482"
"2291","4.639906883239746","4.639906883239746","4.639906883239746"
"2292","4.695904731750488","4.695904731750488","4.695904731750488"
"2293","4.550680637359619","4.550680637359619","4.550680637359619"
"2294","4.266992092132568","4.266992092132568","4.266992092132568"
"2295","4.644311904907227","4.644311904907227","4.644311904907227"
